MSOA,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Employment_16_to_74,Total_Population_in_Households_16_and_over,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_44,Age_45_to_59,Age_60_to_64,Age_65_to_74,Age_75_to_84,Age_85_to_89,Age_90_and_over,White_British_and_Irish,White_Other_White,Mixed_or_multiple_ethnic_group,Asian_or_Asian_British_Indian,Asian_or_Asian_British_Pakistani,Asian_or_Asian_British_Bangladeshi,Asian_or_Asian_British_Chinese,Asian_or_Asian_British_Other_Asian,Black_or_African_or_Caribbean_or_Black_British_African,Arab_or_Other_Ethnic_Groups,Christian,Other_religion,No_religion,Religion_not_stated,Main_language_is_English_or_Main_language_not_English__Can_speak_English_very_well,Main_language_is_not_English__Can_speak_English_well,Main_language_is_not_English__Cannot_speak_English_well,Main_language_is_not_English__Cannot_speak_English,All_household_members_have_the_same_ethnic_group,Different_ethnic_groups_between_the_generations_only,Different_ethnic_groups_within_partnerships_(whether_or_not_different_ethnic_groups_between_generations),Any_other_combination_of_multiple_ethnic_groups,Owned_and_Shared_Ownership,Social_rented,Private_rented,Living_rent_free,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,No_qualifications,Highest_level_of_qualification_Level_1_Level_2_or_Apprenticeship,Highest_level_of_qualification_Level_3_qualifications,Highest_level_of_qualification_Level_4_qualifications_and_above,Schoolchildren_and_fulltime_students_Age_16_and_over,No_cars_or_vans_in_household,1_car_or_van_in_household,2_or_more_cars_or_vans_in_household,Work_mainly_at_or_from_home,Public_Transport,Private_Transport,On_foot_Bicycle_or_Other,Managers_directors_and_senior_officials,Professional_occupations,Associate_professional_and_technical_occupations,Administrative_and_secretarial_occupations,Skilled_trades_occupations,Caring_leisure_and_other_service_occupations,Sales_and_customer_service_occupations,Process_plant_and_machine_operatives,Elementary_occupations,Median_House_Price_201415,Average_Annual_Income_201516,Number_Births_201617
E02000834,9199,4198,7771,7415,5631,7733,672,378,305,305,540,1121,3328,1500,308,386,250,67,39,5511,947,593,181,41,25,81,177,1458,185,4197,684,3417,901,8345,284,89,18,1622,187,576,315,1882,974,1301,41,5154,2776,877,296,96,877,1260,661,4557,549,1936,1860,402,321,3413,942,955,714,1911,1202,581,289,279,234,111,310,515000,59400,177
E02000835,7236,2930,5662,5365,3641,5620,665,458,379,365,440,632,2073,1355,228,344,218,56,23,3725,716,469,110,47,34,51,115,1854,115,3618,598,2361,659,6412,264,115,24,1326,220,375,189,1515,837,546,32,3836,2268,773,255,104,940,1297,535,2478,496,1239,1317,374,195,1970,923,553,400,963,653,391,267,325,217,126,299,467500,55200,149
E02000836,8240,3362,6623,6318,4718,6602,699,460,399,314,395,777,2691,1525,247,428,235,46,24,5284,823,493,126,40,34,98,125,1126,91,3886,505,3024,825,7494,202,84,13,1577,176,494,221,1939,612,776,35,4707,2442,750,246,95,760,1083,572,3863,464,1262,1651,449,322,2723,876,797,629,1605,1027,436,232,278,209,75,227,607500,66000,150
E02000837,9085,3300,6855,6341,4681,6827,782,662,634,546,300,578,2222,1917,414,516,357,101,56,6481,902,526,242,47,18,109,130,543,87,4560,565,3119,841,8370,191,56,10,1704,139,501,240,2249,413,601,37,5713,2519,630,157,66,557,969,539,4519,531,826,1667,807,453,2545,874,809,761,1853,941,351,152,268,139,59,157,1175000,80700,101
E02000838,9180,3862,7371,6965,5046,7311,801,490,429,386,493,832,2852,1687,372,432,276,75,55,5478,929,522,166,80,65,64,121,1588,167,4564,684,3175,757,8224,304,106,12,1716,244,518,232,2025,874,931,32,4943,2942,914,296,85,1023,1506,685,3706,543,1620,1738,504,327,2812,1147,760,616,1513,1055,494,325,360,250,113,320,450000,54400,232
E02000839,8036,3381,6357,5841,3890,6200,650,492,444,473,338,633,2056,1557,353,524,359,108,49,4357,776,503,243,38,74,186,135,1569,155,4162,824,2329,721,7154,325,107,15,1539,229,405,158,1861,836,632,52,4303,2551,840,280,62,810,1289,567,3196,554,1233,1538,610,285,2206,972,427,530,1213,687,397,238,268,178,92,287,362475,54400,113
E02000840,8171,3206,6158,5742,3710,6133,680,635,568,638,526,594,2081,1367,286,380,308,79,29,5646,466,364,164,102,36,51,539,687,116,4554,639,2367,611,7208,402,113,18,1844,164,211,54,1378,1497,302,29,3789,2804,1073,399,106,1731,2218,702,1071,546,1045,1427,734,86,1329,1920,375,252,463,331,471,492,517,375,312,497,262750,42900,134
E02000841,8721,3335,6630,6199,4039,6534,685,634,641,648,551,649,2139,1564,290,489,331,71,29,5804,540,390,154,193,63,83,727,652,115,4832,878,2454,557,7608,492,181,21,1961,167,205,68,1506,1386,426,17,3965,3150,1170,329,107,1824,2338,750,1183,589,1143,1455,737,80,1320,2058,581,271,499,354,495,544,557,402,357,560,268375,42200,115
E02000842,7666,2879,6208,5656,4009,6208,365,425,566,526,466,457,1517,1698,478,616,419,97,36,5609,330,211,265,123,37,106,579,315,91,4702,892,1581,491,7035,327,95,14,1831,99,224,58,2403,138,315,23,3693,2746,938,219,70,1341,2248,745,1440,500,482,1242,1155,125,1129,2342,413,390,594,456,624,566,436,329,279,335,362000,53100,98
E02000843,7495,3271,5942,5585,4141,5942,630,421,407,424,473,663,2049,1343,304,424,275,55,27,5495,477,359,134,69,59,98,216,509,79,4216,541,2241,497,6754,242,83,5,1685,118,263,59,2162,464,626,19,3681,2753,804,200,57,1100,2065,769,1671,366,815,1676,780,107,1606,2008,420,376,716,579,679,512,360,354,238,327,226600,51300,148
E02000844,7779,3117,6073,5631,3904,6073,543,535,525,535,488,508,1864,1445,403,491,330,64,48,5911,373,259,157,64,42,90,261,542,80,4685,542,2091,461,7116,234,79,9,1871,114,197,45,2061,696,339,21,3677,2761,972,297,72,1423,2285,699,1223,454,778,1433,906,109,1245,2163,387,362,496,423,586,573,435,339,290,400,293000,49100,114
E02000845,8867,3472,6910,6480,4817,6893,757,554,537,492,442,600,2482,1655,381,537,323,75,32,6407,695,348,253,107,55,96,563,161,182,4984,904,2251,728,7843,398,152,25,2080,118,349,80,2565,258,626,23,4643,3123,843,208,50,1102,2186,879,2252,421,635,1752,1085,198,1896,2269,454,545,957,701,701,534,428,354,257,340,372000,60300,171
E02000846,7053,2708,5655,5050,3535,5558,458,381,458,486,373,340,1548,1442,405,557,407,133,65,5064,442,257,220,121,81,77,404,328,59,4330,687,1538,498,6413,281,79,11,1678,75,246,57,2158,196,333,21,3439,2461,828,253,72,1161,1969,657,1474,423,500,1316,892,160,1059,1878,438,337,621,516,536,458,345,267,187,268,335000,52600,78
E02000847,8798,3489,7218,6371,4501,7128,482,443,517,549,471,503,1766,1797,564,859,578,177,92,6924,385,242,234,111,20,105,517,149,111,5568,732,1844,654,8139,253,95,16,2062,95,282,78,2984,156,326,23,4325,3094,1073,242,64,1389,2440,891,2076,452,590,1551,1348,211,1351,2542,397,510,811,649,701,582,409,348,223,268,350000,54700,109
E02000848,7889,2886,6176,5652,4158,6176,468,552,564,575,427,416,1658,1690,441,574,380,106,38,6234,255,215,162,107,46,113,545,133,79,4786,769,1781,553,7262,281,71,8,1942,81,203,49,2549,37,285,15,4008,2853,819,178,31,1162,2464,853,1360,450,402,1261,1223,157,1078,2507,416,421,593,512,712,578,395,386,252,309,355000,61100,83
E02000849,7485,3099,5944,5516,3903,5899,551,442,451,451,406,540,1777,1502,423,514,328,58,42,5717,320,304,182,84,39,59,292,401,87,4387,594,1980,524,6905,182,62,6,1757,87,269,59,2159,483,438,19,3564,2677,939,237,68,1037,2207,700,1682,379,703,1499,897,151,1356,2033,363,405,669,599,624,435,370,285,227,289,307775,54000,105
E02000850,10309,4037,8176,7528,5389,8168,671,606,725,665,518,614,2292,2218,625,727,476,114,58,7498,387,357,353,128,61,93,518,816,98,6278,1028,2287,716,9497,317,92,12,2524,118,310,58,3237,365,409,26,4938,3763,1186,324,98,1616,3034,1018,2054,544,700,1961,1376,179,1600,3061,549,559,858,717,916,710,478,428,302,421,305000,57100,141
E02000851,8330,4098,6867,6210,4297,6834,601,403,378,371,514,849,2298,1347,361,551,477,113,67,5370,885,328,279,83,92,132,427,570,164,4630,893,2203,604,7238,490,186,20,1743,150,320,89,2056,1047,956,39,3763,2944,1116,389,118,1474,2093,736,1990,390,1680,1852,566,137,1702,1808,650,457,864,617,541,469,395,308,248,398,240000,45400,183
E02000852,7434,3136,6023,5631,4140,6013,516,386,420,451,400,545,1949,1496,383,496,309,60,23,5654,508,291,167,63,21,112,287,265,66,4427,516,1972,519,6745,283,68,5,1722,97,314,58,2359,198,567,12,3764,2617,825,185,43,1022,2014,734,1885,384,689,1588,859,170,1336,2071,563,395,823,654,613,490,380,289,206,290,305000,51600,103
E02000853,7592,3164,5962,5559,4080,5962,569,495,451,433,395,604,1952,1429,385,476,297,66,40,5436,569,335,247,105,45,116,362,287,90,4260,751,1985,596,6820,319,119,15,1777,104,250,95,2284,333,533,14,3785,2707,801,237,62,1058,2025,709,1721,364,714,1615,835,177,1341,2050,512,397,763,567,591,498,393,314,251,306,309000,50300,146
E02000854,7101,2932,5717,5208,3823,5683,480,404,415,399,372,413,1735,1484,396,494,362,107,40,5829,373,244,135,36,11,64,138,207,64,4371,375,1896,459,6643,119,37,7,1657,77,286,58,2191,246,476,19,3643,2485,740,180,53,865,1818,693,2077,359,587,1450,895,223,1359,1793,448,456,860,658,546,409,296,242,161,195,353000,57700,105
E02000855,7787,3035,6251,5571,3986,6231,417,467,548,481,426,379,1559,1733,450,647,490,140,50,6091,374,247,268,105,63,77,374,130,58,4940,745,1602,500,7219,227,73,16,1876,63,279,50,2471,98,436,30,4026,2701,768,244,48,852,2013,764,2254,433,477,1352,1206,247,1248,2069,422,531,901,598,608,395,291,267,162,233,425000,62400,68
E02000856,8176,3486,6681,6163,4412,6642,482,434,489,437,562,605,1810,1681,513,645,372,111,35,5927,397,371,343,101,79,68,455,352,83,4701,888,2011,576,7478,287,88,10,1807,110,322,71,2490,222,751,23,3925,3056,946,188,61,1001,2144,871,2270,427,808,1554,1124,195,1513,2301,403,496,887,674,680,501,357,336,203,278,278000,54100,113
E02000857,7905,4004,6731,5925,4382,6472,553,331,242,224,420,835,2412,1196,374,512,474,194,138,4824,1011,294,498,197,44,148,385,352,152,4056,1181,2030,638,6938,472,105,22,1565,119,352,107,2248,287,1442,27,3871,2765,942,256,71,932,1608,697,2959,317,1306,2086,612,188,1970,1668,556,466,1181,745,590,363,309,262,167,299,260000,52000,163
E02000858,7691,3139,5728,5415,3322,5723,673,576,572,562,527,599,1755,1301,339,474,236,51,26,5288,298,444,246,94,107,61,406,652,95,3983,907,2333,468,6882,309,96,10,1689,179,174,53,1151,1721,237,30,3464,2785,963,368,111,1451,2101,615,1152,483,1086,1400,653,108,1109,1781,324,267,430,333,465,380,402,337,280,428,260000,40500,133
E02000859,8165,3453,6703,5792,3955,6524,483,449,439,468,412,563,1615,1632,523,670,557,223,131,6286,371,284,196,74,25,88,346,426,69,5071,642,1859,593,7574,203,80,12,1918,69,268,59,2484,478,456,35,3850,2841,1065,328,81,1220,2093,857,2182,406,832,1526,1095,218,1333,2094,310,468,824,617,557,423,356,287,208,215,299950,50900,92
E02000860,7598,3925,6363,5680,4008,6188,575,326,276,247,408,844,2197,1217,362,463,421,161,101,4704,859,354,344,145,51,107,373,453,208,3971,990,2078,559,6643,421,133,17,1493,126,328,88,1769,773,1347,36,3507,2712,970,310,99,1111,1672,669,2419,311,1479,1890,556,188,1690,1659,471,392,1034,651,502,342,290,267,199,331,245000,46700,148
E02000861,7497,2789,6155,5612,3875,6137,357,401,483,524,407,354,1259,1818,578,773,409,96,38,5855,349,214,350,117,21,77,256,191,67,4637,710,1577,573,7118,147,38,9,1866,71,286,66,2455,85,229,20,3964,2622,722,149,40,687,1822,703,2683,494,279,1045,1465,311,1178,2028,358,633,1031,583,534,326,275,227,114,152,530000,69500,70
E02000863,6367,2319,5135,4605,3169,5051,313,362,459,453,347,285,1126,1479,460,553,352,114,64,4599,259,180,429,121,33,66,263,358,59,3851,806,1217,493,6043,109,33,10,1526,73,205,45,1939,208,161,11,3096,2271,753,181,66,906,1706,610,1699,377,237,893,1189,227,840,1913,189,422,636,470,517,347,239,206,167,165,485000,54800,59
E02000864,8297,3468,6560,6143,3592,6559,639,540,475,462,839,1046,2065,1139,289,386,319,68,30,3859,720,426,99,40,1799,85,120,995,154,3112,2287,1626,1272,6926,568,374,55,1525,201,255,277,715,1985,742,26,3785,2747,1106,469,190,1874,1432,682,2014,753,2144,1150,174,124,2093,585,790,288,743,653,380,285,311,321,172,439,318950,43100,155
E02000865,7051,2763,5565,5303,3133,5493,495,461,434,404,747,1013,1838,936,193,268,187,55,20,2621,689,321,101,19,2380,71,121,553,175,1768,2666,1305,1312,5530,646,436,129,1177,133,186,283,539,1532,666,26,3314,2328,875,399,135,1371,1164,472,2016,659,1830,836,97,146,1805,411,771,266,734,639,313,185,223,286,150,337,383000,42300,110
E02000866,9662,3829,7942,7591,4982,7891,656,527,452,433,1167,1472,2466,1388,324,426,266,59,26,5344,983,455,170,39,1565,141,149,675,141,3263,2062,2755,1582,8269,581,320,73,1729,164,340,404,1360,1380,1046,43,4972,3115,1039,403,133,1551,1302,840,3668,992,2181,1366,282,224,2936,717,1105,526,1395,1067,485,265,285,338,183,438,450000,53900,153
E02000867,9761,4307,8145,7896,5514,8145,638,471,425,408,1357,1981,2749,1046,172,265,187,47,15,4559,1092,559,258,75,1911,233,178,681,215,3261,2610,2650,1240,8202,719,348,82,1876,176,402,410,1293,1410,1548,56,5132,3250,898,360,121,1306,1400,842,3997,1044,2693,1392,222,168,3847,712,787,534,1596,1184,561,279,345,403,162,450,337500,57200,178
E02000868,6632,2618,5579,5355,3496,5363,339,346,297,366,893,1234,1897,685,147,204,153,51,20,2652,958,306,72,53,1885,74,89,365,178,1596,2146,1848,1042,5448,539,351,93,1075,74,254,365,711,941,940,26,3488,2025,716,292,111,1090,900,598,2459,880,1831,709,78,182,1847,331,1136,268,962,881,301,244,191,245,102,302,431750,50200,119
E02000869,5705,2485,4732,4484,2874,4706,351,297,270,240,592,859,1659,773,172,244,186,41,21,2428,784,282,55,25,1402,74,82,446,127,1620,1617,1520,948,4625,484,305,71,991,79,211,260,705,1165,592,23,2734,1862,682,306,121,1035,824,411,2043,495,1680,716,89,147,1307,293,1127,289,712,714,222,178,188,208,102,261,470000,44300,75
E02000870,6477,2560,5188,4903,3072,5141,405,438,368,365,747,995,1653,817,169,235,212,52,21,2797,702,283,76,38,1824,85,105,388,179,1906,2137,1446,988,5263,567,336,57,1145,106,181,285,728,1166,636,30,3145,2117,789,319,107,1225,1017,465,1967,635,1677,769,114,108,1848,389,727,235,709,647,337,204,219,229,129,363,380000,45300,86
E02000871,8591,3107,6357,6097,3328,6357,813,699,606,574,948,1126,2193,932,166,274,204,40,16,1776,631,346,162,88,3949,209,162,1043,225,1902,4567,961,1161,6153,1089,695,139,1584,154,199,198,591,1730,739,47,3973,2944,1091,420,163,1567,1532,709,1830,1002,1962,1026,119,100,2209,555,464,226,543,495,408,300,282,401,174,499,322000,39200,222
E02000872,7501,3088,6184,5960,3880,6164,461,437,346,334,975,1465,2112,794,144,209,166,39,19,2615,1056,315,101,44,2472,112,150,467,169,1636,2764,1819,1282,5920,681,458,149,1303,108,217,411,709,1253,1096,30,3812,2442,782,355,110,1209,1049,539,2746,751,2254,743,91,196,1892,304,1488,391,1051,994,339,203,176,280,117,329,542500,47000,95
E02000873,8713,2792,7132,6888,3261,5889,574,509,427,1290,1493,1114,1947,734,145,236,182,45,17,2727,978,341,218,142,2907,334,272,605,189,1985,3587,1804,1337,6546,1138,548,127,1300,94,165,342,727,1295,746,24,4538,2902,804,352,117,1179,1273,1546,2248,2617,1874,817,101,101,1944,453,763,266,758,547,268,221,254,354,132,461,475000,43500,132
E02000874,7129,2494,5523,5344,2716,5276,535,529,453,535,1057,1000,1665,810,126,240,145,19,15,1736,667,243,110,67,3308,211,130,533,124,1340,3564,1234,991,5062,989,616,160,1206,106,102,211,489,1328,644,33,3396,2403,821,369,140,1318,1253,601,1692,1186,1718,688,88,94,1614,384,624,191,477,491,260,208,221,360,151,357,370000,35400,124
E02000875,9440,3437,7051,6841,3673,6990,807,773,667,682,1137,1277,2311,1113,198,265,150,36,24,2578,703,361,125,85,3798,232,230,1103,225,2277,4454,1331,1378,6986,1026,746,175,1693,189,218,258,605,1857,925,50,4481,3187,1129,456,187,1718,1646,818,2152,1111,2158,1133,146,92,2380,646,555,277,760,579,369,325,267,383,207,506,335000,44300,202
E02000876,7037,2750,5851,5700,3262,5714,427,348,335,495,1100,1257,1808,792,139,185,121,21,9,1850,801,269,133,64,3050,134,153,427,156,1233,3350,1515,939,5134,918,547,162,1168,70,211,283,680,1029,1007,34,3382,2363,779,375,138,1116,1121,646,2344,1063,1971,690,89,129,1925,312,896,305,792,671,328,186,179,328,116,357,375000,54800,116
E02000877,9803,3252,7364,7105,3758,7309,862,765,677,640,1343,1362,2370,1018,187,320,209,34,16,2249,891,336,188,100,4525,175,206,970,163,2118,5055,1325,1305,7022,1300,769,191,1659,169,171,375,640,1749,833,30,4875,3171,1130,431,196,1788,1641,869,2222,1383,2043,1066,143,109,2450,602,597,241,743,563,357,317,322,439,202,574,390000,41400,175
E02000878,10286,3900,8876,8645,5098,8042,509,416,395,631,1653,2012,2736,1172,191,340,205,16,10,2828,1828,329,220,159,3852,198,186,460,226,2004,4290,2278,1714,7739,1142,838,225,1575,79,328,451,1052,1244,1559,45,5379,3209,1030,472,196,1530,1434,978,3937,1633,2873,886,141,262,2397,319,2120,585,1277,1262,506,254,237,403,127,447,546000,50800,136
E02000879,7634,2855,6112,5659,3059,5895,486,483,476,515,1083,951,1723,879,234,351,309,104,40,2371,734,289,126,93,3080,114,147,438,242,1935,3520,1077,1102,5717,905,554,164,1261,84,220,260,737,1314,755,49,3540,2503,965,450,176,1609,1262,767,1894,1154,1862,840,153,95,1747,455,762,245,606,494,353,227,261,324,145,404,400000,44600,149
E02000880,5776,2090,4607,4401,2481,4467,432,379,311,330,819,877,1465,635,117,205,147,37,22,1482,624,188,128,96,2567,77,164,280,170,1099,2976,854,847,4183,734,471,119,954,59,139,216,537,908,621,24,2752,1952,670,290,112,1064,879,548,1571,834,1460,541,89,76,1356,300,749,194,531,462,254,161,174,292,108,305,353000,42200,100
E02000881,6909,2379,4924,4732,2458,4924,639,680,533,563,632,686,1636,968,178,202,138,43,11,1858,544,302,96,76,2749,145,158,829,152,2019,3160,774,956,5165,777,484,115,1202,161,170,123,624,1291,437,27,3200,2343,879,359,128,1439,1335,472,1221,677,1401,827,151,99,1471,509,379,184,362,365,274,226,229,247,184,387,329000,39300,168
E02000882,8604,2884,6275,5985,3121,6234,800,708,678,622,899,944,2190,974,214,285,206,56,28,2001,544,333,150,62,4539,101,144,616,114,1933,4824,885,962,6308,946,719,179,1513,101,217,167,691,1785,371,37,4135,2803,1012,487,167,1724,1538,613,1808,868,1659,1047,178,70,1809,598,644,242,722,473,367,247,251,306,187,326,351000,41300,168
E02000883,7950,2880,5809,5447,2724,5712,712,707,590,560,771,857,1869,1038,201,283,268,68,26,2358,641,296,99,56,3074,204,158,905,159,2370,3586,894,1100,5842,943,628,125,1439,197,137,183,499,1731,622,28,3579,2637,1081,461,192,1854,1534,515,1291,752,1849,900,131,78,1666,523,457,189,411,352,324,265,252,310,184,437,325000,39400,140
E02000884,9086,3707,7822,7645,5087,7757,504,398,292,423,1523,2120,2484,790,124,251,146,24,7,2389,1424,283,269,221,3360,227,281,377,255,1630,3877,1902,1677,6836,1037,685,213,1516,65,300,553,776,998,1893,40,4880,2878,844,362,122,1064,1122,790,4021,1221,2703,864,140,156,2458,370,2103,627,1536,1316,411,177,186,377,112,345,440500,54100,138
E02000885,6895,2509,5266,5008,2540,5244,547,510,483,472,761,871,1699,783,183,328,197,44,17,1498,591,200,114,79,3491,99,120,509,194,1493,3863,732,807,4853,912,638,163,1257,85,141,168,519,1421,535,34,3005,2363,944,422,161,1434,1256,541,1459,748,1693,712,104,73,1448,366,653,221,480,395,263,233,183,287,142,336,323500,42000,147
E02000886,7326,3185,6008,5809,3938,6008,531,381,347,316,684,1134,2400,918,207,209,151,36,12,2555,1069,273,216,43,2027,330,202,458,153,2334,2478,1475,1039,5746,702,430,97,1377,105,309,252,1082,984,1087,32,3810,2427,665,308,116,1028,1018,467,2868,561,1772,1212,201,119,2355,486,978,567,1137,798,357,206,205,265,129,274,440000,58400,137
E02000887,8660,3165,6417,6130,3440,6342,810,724,579,574,863,1107,2254,986,179,297,215,54,18,2399,875,355,143,89,3349,237,217,836,160,2478,3777,1108,1297,6294,1034,663,132,1580,170,211,256,689,1633,806,37,4061,2956,1083,423,137,1697,1572,594,1775,820,1972,1057,136,72,2080,603,685,250,606,481,371,365,297,347,203,520,359995,43400,161
E02000888,8215,3306,6461,6289,4061,6456,720,535,417,413,838,1310,2590,850,170,200,143,23,6,2199,1084,292,269,77,3179,254,159,578,124,2091,3679,1418,1027,6218,881,545,142,1476,93,340,257,1046,1062,1144,54,4400,2603,802,308,102,1064,1173,613,2959,822,1934,1173,199,153,2431,512,965,599,1117,857,363,198,189,302,140,296,480000,58700,163
E02000889,6616,2879,5496,5352,3696,5429,503,308,263,243,662,1131,2082,899,172,209,114,22,8,2309,1032,281,192,46,2039,165,152,274,126,1972,2374,1289,981,5272,595,367,69,1132,81,275,279,1016,853,969,41,3421,2210,633,261,91,864,912,453,2758,537,1652,1067,160,130,1676,415,1475,473,1152,830,356,170,157,224,114,220,450750,60600,144
E02000890,5795,3093,5219,5042,4029,5219,311,136,104,124,413,992,2108,967,238,225,143,27,7,3125,1280,194,131,22,537,153,116,127,110,2541,783,1549,922,5129,307,116,22,1052,54,386,182,1470,359,1223,41,3370,1821,408,142,54,458,592,377,3438,307,1542,1273,278,199,2022,418,1390,746,1413,1009,346,104,99,119,53,140,592500,79100,85
E02000891,12678,5742,10535,10364,7346,10535,968,626,467,445,1537,2685,4244,1073,211,251,129,22,20,3576,2160,578,880,167,2241,1196,478,1032,370,3795,3820,2691,2372,10338,1127,466,110,2337,213,635,527,1554,1397,2717,74,7196,4096,964,316,106,1223,1524,841,5885,1183,3524,1890,328,271,4629,757,1689,1117,2347,1708,700,289,291,343,150,401,420000,78000,263
E02000893,6783,2912,5461,5243,3416,5461,568,390,299,323,635,883,2056,923,215,273,174,30,14,2864,1043,316,313,59,1159,354,184,358,133,2694,1691,1406,992,5476,604,269,59,1290,114,260,243,925,1081,863,43,3372,2240,770,302,99,1106,1050,518,2246,588,1506,1150,256,106,2140,616,554,386,899,583,400,258,227,193,140,330,400000,52000,134
E02000894,10137,4510,8643,8504,6269,8643,740,394,298,351,1140,1895,3526,1186,242,226,102,29,8,3741,2072,402,734,97,1265,853,316,445,212,3618,2383,2547,1589,8297,909,361,84,1932,155,500,377,1544,757,2143,66,5789,3305,731,234,78,966,1245,724,4883,900,2285,1882,343,273,4175,825,996,923,2085,1375,644,253,229,292,126,342,385000,63500,190
E02000895,7979,3271,6438,5526,3382,6421,421,480,527,585,419,388,1467,1476,470,834,616,201,95,5618,617,332,70,202,59,41,164,709,167,4872,932,1513,662,7315,268,128,26,1728,196,238,65,2208,738,290,35,3416,2797,1276,395,95,1873,2181,681,1311,484,854,1386,1031,162,1109,1904,207,355,532,421,538,446,331,236,245,278,345000,44600,102
E02000896,8814,3758,7305,6455,4354,7210,489,435,488,512,500,555,1809,1865,549,762,581,147,122,6958,631,349,71,145,4,37,135,379,105,5616,682,1886,630,8239,185,74,12,1891,143,344,86,2748,385,588,37,4276,3028,1111,298,101,1452,2344,869,2271,474,883,1697,1178,240,1785,1998,331,606,927,699,739,386,293,242,231,231,312000,51300,126
E02000897,8077,3345,6382,5695,3545,6296,560,489,524,520,492,475,1731,1528,406,665,459,155,73,5515,632,398,115,187,82,22,148,785,193,4767,995,1726,589,7265,313,144,16,1753,183,256,57,2003,997,314,31,3586,2750,1165,390,186,1870,2107,653,1357,435,968,1505,872,126,1354,1783,282,379,517,450,542,458,309,260,285,345,300000,46100,105
E02000898,7750,3065,6226,5613,3551,6153,508,455,461,562,482,459,1541,1586,419,664,401,137,75,5234,521,373,142,272,62,24,138,750,234,4647,1046,1506,551,7021,270,145,13,1686,167,253,73,2096,689,256,24,3463,2668,1112,383,124,1640,2138,672,1405,503,748,1325,992,147,1245,1912,247,345,569,442,608,420,341,265,259,302,349112,48200,94
E02000899,7920,3090,6452,5767,3817,6399,462,440,465,504,607,520,1532,1693,405,607,471,142,72,4869,849,418,156,193,58,44,226,884,223,4785,1157,1402,576,7013,430,185,25,1678,186,258,101,2320,348,403,19,3579,2802,1135,304,100,1626,2250,755,1315,507,814,1274,1002,113,1356,2042,306,387,507,456,634,501,377,300,303,352,360000,46600,111
E02000900,8088,2986,6306,5821,3596,6280,598,543,530,602,609,534,1706,1572,390,519,354,85,46,3864,832,420,188,486,89,42,317,1571,279,4525,1657,1344,562,6938,543,221,30,1614,217,257,106,1974,581,393,38,3626,2901,1088,377,96,1657,2125,672,1282,633,873,1316,797,103,1327,1791,375,338,470,396,556,460,346,396,247,387,295250,43200,126
E02000901,9371,3553,7456,6868,4794,7387,538,596,642,657,600,572,2005,2002,541,630,407,111,70,6631,595,467,232,280,42,71,181,663,209,5260,1078,2299,734,8632,275,112,21,2011,159,341,118,2647,408,471,27,4688,3203,1065,321,94,1373,2458,892,2283,597,744,1688,1121,222,1953,2163,456,516,1069,723,731,460,394,279,270,352,350000,54600,147
E02000902,8231,3101,6276,5864,3757,6274,672,605,551,558,590,588,1915,1535,357,448,295,80,37,3671,884,508,211,560,110,58,345,1569,315,4385,1779,1446,621,6917,633,256,30,1557,232,301,125,1929,621,510,41,3845,3027,967,309,83,1380,2073,693,1539,599,933,1482,686,122,1623,1634,378,308,591,464,570,442,351,326,288,417,337500,45400,155
E02000903,9043,3179,6773,6422,3585,6773,730,684,711,698,714,652,2142,1612,322,427,262,60,29,3051,1233,506,208,944,128,52,512,2056,353,4414,2529,1449,651,7209,872,482,76,1635,307,264,140,1396,1183,551,49,4152,3111,1183,452,145,1779,1978,693,1512,804,1264,1477,438,99,1921,1230,335,309,493,384,380,422,378,391,300,528,340500,37400,167
E02000904,8228,2900,6283,5976,3928,6268,757,555,535,512,574,754,2035,1502,337,360,223,53,31,3084,1226,553,184,818,83,43,367,1592,278,4375,1871,1389,593,6595,827,300,45,1473,227,303,177,1822,402,661,15,4028,2954,948,229,69,1166,1861,598,1844,627,912,1352,636,136,1930,1462,400,347,774,501,473,438,325,323,263,484,365000,49100,146
E02000905,9589,3465,7403,6978,4488,7326,840,687,542,537,734,875,2647,1577,321,404,271,88,66,3345,1456,557,227,1155,125,92,621,1595,416,4318,2862,1742,667,7352,1127,550,55,1656,228,368,294,1887,622,916,40,4534,3518,1104,349,84,1458,1829,711,2402,867,1396,1580,489,162,2478,1318,530,375,878,604,552,518,366,380,222,593,386250,48100,183
E02000906,9248,3507,7073,6723,4358,7071,898,660,527,477,563,903,2842,1387,266,375,266,47,37,3188,1519,463,189,1034,177,123,699,1435,421,3970,2665,1986,627,6919,1144,536,87,1582,312,353,228,1692,825,952,38,4439,3307,1045,340,117,1465,1693,612,2369,664,1729,1490,288,135,2683,1025,515,387,847,610,500,474,337,371,249,583,359000,45000,162
E02000907,9998,3885,7496,7022,3879,7132,1013,737,644,629,785,894,2569,1475,315,463,318,104,52,3119,1365,781,225,924,128,65,452,2449,490,4594,2868,1759,777,7600,1163,552,80,1519,352,401,191,1208,1827,794,56,4540,3534,1281,480,163,1850,2032,726,1972,812,2140,1419,326,156,2279,961,483,344,645,472,434,421,330,376,295,562,354300,37100,231
