MSOA,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Employment_16_to_74,Total_Population_in_Households_16_and_over,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_44,Age_45_to_59,Age_60_to_64,Age_65_to_74,Age_75_to_84,Age_85_to_89,Age_90_and_over,White_British_and_Irish,White_Other_White,Mixed_or_multiple_ethnic_group,Asian_or_Asian_British_Indian,Asian_or_Asian_British_Pakistani,Asian_or_Asian_British_Bangladeshi,Asian_or_Asian_British_Chinese,Asian_or_Asian_British_Other_Asian,Black_or_African_or_Caribbean_or_Black_British_African,Arab_or_Other_Ethnic_Groups,Christian,Other_religion,No_religion,Religion_not_stated,Main_language_is_English_or_Main_language_not_English__Can_speak_English_very_well,Main_language_is_not_English__Can_speak_English_well,Main_language_is_not_English__Cannot_speak_English_well,Main_language_is_not_English__Cannot_speak_English,All_household_members_have_the_same_ethnic_group,Different_ethnic_groups_between_the_generations_only,Different_ethnic_groups_within_partnerships_(whether_or_not_different_ethnic_groups_between_generations),Any_other_combination_of_multiple_ethnic_groups,Owned_and_Shared_Ownership,Social_rented,Private_rented,Living_rent_free,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,No_qualifications,Highest_level_of_qualification_Level_1_Level_2_or_Apprenticeship,Highest_level_of_qualification_Level_3_qualifications,Highest_level_of_qualification_Level_4_qualifications_and_above,Schoolchildren_and_fulltime_students_Age_16_and_over,No_cars_or_vans_in_household,1_car_or_van_in_household,2_or_more_cars_or_vans_in_household,Work_mainly_at_or_from_home,Public_Transport,Private_Transport,On_foot_Bicycle_or_Other,Managers_directors_and_senior_officials,Professional_occupations,Associate_professional_and_technical_occupations,Administrative_and_secretarial_occupations,Skilled_trades_occupations,Caring_leisure_and_other_service_occupations,Sales_and_customer_service_occupations,Process_plant_and_machine_operatives,Elementary_occupations,Median_House_Price_201415,Average_Annual_Income_201516,Number_Births_201617
E02000352,6883,2810,5303,4971,3284,5253,597,502,406,380,429,722,1934,1056,241,284,205,72,55,3538,1062,463,110,37,135,47,142,994,355,2088,1729,2365,701,5773,425,239,63,1077,203,323,227,976,1115,688,31,3718,2003,709,327,126,1002,1014,441,2517,542,1635,1024,151,214,1661,504,905,381,987,731,325,161,207,178,93,221,450000,51200,108
E02000353,7786,3192,6480,6240,4598,6468,550,381,311,304,597,1196,2467,1172,272,296,188,32,20,4103,1171,450,418,123,132,66,152,923,248,2435,1361,3304,686,6706,468,240,32,1319,160,396,349,1336,692,1135,29,4349,2378,684,289,86,804,925,593,3653,568,1761,1229,202,357,2370,587,1284,579,1331,1203,383,247,215,264,87,289,575000,59700,125
E02000354,9502,4056,7609,7305,4350,7556,702,573,518,535,769,1256,2761,1413,246,425,243,44,17,2966,1380,728,457,122,429,98,229,2632,461,3698,2344,2627,833,7602,822,531,107,1494,337,343,299,980,1910,1125,41,4604,2999,1192,511,196,1596,1576,710,2994,798,2703,1173,180,214,2453,555,1128,379,936,973,385,315,362,306,180,514,385000,38700,148
E02000355,8485,3240,7006,6691,4358,6855,538,458,380,434,674,1211,2469,1326,290,390,220,57,38,3112,1252,550,829,190,263,74,196,1759,260,2831,1947,2739,968,6989,661,403,83,1241,224,341,379,1290,811,1101,38,4147,2798,942,382,216,1227,1275,642,3175,721,1858,1108,274,282,2236,669,1171,379,1069,1024,368,295,324,279,152,468,550550,46000,165
E02000356,7346,3144,6063,5861,4317,6005,531,368,313,318,470,1056,2427,1194,221,246,151,35,16,4066,1176,489,144,33,76,59,113,928,262,2429,942,3308,667,6394,318,237,52,1280,182,367,293,1323,861,935,25,4085,2261,638,271,91,716,935,531,3473,502,1794,1197,153,315,2321,486,1195,476,1354,1205,364,205,185,179,105,244,558500,55000,95
E02000357,6339,2507,4545,4288,2083,4545,640,557,495,450,437,465,1369,1059,242,368,199,42,16,1177,783,398,152,40,171,54,178,3033,353,3544,1488,786,521,4975,536,351,81,1020,315,138,125,363,1791,317,36,2948,1977,876,366,172,1254,1260,458,1072,603,1596,799,112,48,1301,422,312,133,328,224,209,170,284,177,142,416,260000,39200,94
E02000358,11058,4775,9260,8893,5965,9249,718,496,488,485,904,1763,3481,1538,374,444,287,62,18,4164,1905,772,328,121,246,98,328,2521,575,4129,2135,3725,1069,9101,849,514,122,1816,383,458,493,1372,1890,1463,50,5422,3634,1259,538,205,1577,1604,792,4436,931,3218,1356,201,338,3398,697,1532,548,1610,1447,459,383,359,404,189,566,466000,44600,159
E02000359,6581,2416,5182,4998,3118,5170,500,401,419,383,571,820,1776,983,206,338,153,23,8,2360,937,508,235,152,176,98,106,1777,232,2619,1324,1969,669,5462,461,286,51,1057,199,221,261,997,799,582,38,3394,2003,744,316,124,1023,1059,469,2140,537,1336,901,179,154,1535,523,906,243,722,688,281,224,249,257,102,352,535000,45400,96
E02000360,11292,4747,8857,8521,5140,8857,892,738,666,669,938,1357,3142,1801,325,428,257,51,28,3086,1483,794,341,78,347,166,465,3923,609,4996,2608,2692,996,9200,862,596,107,1856,483,323,396,810,2877,988,72,5390,3798,1358,567,179,1826,2008,857,3284,1018,3310,1287,150,234,2941,653,1312,394,1090,1010,455,360,522,433,214,662,381000,42200,163
E02000361,7640,3467,6405,6184,4149,6397,466,374,339,330,774,1301,2346,1042,173,274,177,34,10,2889,1199,588,124,66,208,131,221,1922,292,3093,1314,2543,690,6437,549,304,63,1243,252,286,358,751,1373,1310,33,3713,2617,872,338,100,1032,1269,580,2938,648,2497,876,94,211,2345,443,1150,356,961,1027,362,262,291,330,105,455,373500,47800,136
E02000362,6363,2634,5008,4766,2814,4911,459,428,387,353,494,820,1736,976,179,289,182,43,17,2316,789,437,90,33,128,90,205,2003,272,3209,1044,1590,520,5425,427,206,36,1023,253,212,195,765,1183,655,31,2961,2111,865,302,124,1115,1144,465,1785,547,1526,935,173,116,1549,489,660,219,588,598,308,189,243,220,121,328,335000,38200,100
E02000363,10845,4402,7995,7628,4038,7995,1005,880,800,671,824,1071,2793,1684,317,433,269,70,28,2732,1279,858,227,69,397,178,321,4223,561,5448,2436,2125,836,8603,898,612,120,1784,519,290,278,762,2975,610,55,5167,3475,1406,607,190,2098,2107,735,2249,990,3045,1189,168,131,2372,669,866,259,689,571,421,305,484,386,221,702,332525,33300,176
E02000364,8867,3899,7465,7201,4951,7446,508,415,405,409,660,1374,2637,1461,307,427,220,31,13,4376,1232,491,105,58,238,77,222,1787,281,3293,1255,3496,823,7868,369,261,58,1485,275,389,367,1284,1518,1054,43,4642,2786,916,383,140,1084,1285,680,3915,746,2447,1221,231,366,2447,552,1586,541,1405,1385,383,251,269,285,113,319,648750,52200,127
E02000365,12764,5740,11118,10658,7513,11062,625,442,481,493,1194,2507,3921,1638,403,600,349,65,46,5808,2200,787,238,53,240,231,411,2204,592,5032,1945,4708,1079,11067,795,434,80,2143,305,583,653,1578,1919,2166,77,6855,3879,1305,518,207,1628,1777,1039,5834,1111,3723,1714,303,474,4169,758,2112,849,2110,2048,553,338,404,454,195,562,568117,49900,202
E02000366,8514,3690,6770,6407,3884,6652,610,551,494,508,739,976,2188,1385,315,385,261,71,31,4004,996,511,106,59,209,119,185,2036,289,3851,1319,2591,753,7357,413,302,62,1391,292,311,220,884,2118,623,65,4233,2587,1073,458,163,1533,1468,709,2593,797,2246,1214,230,201,2028,628,1027,421,892,839,357,241,311,271,155,397,430000,45300,105
E02000367,9741,4163,8002,7833,5531,7883,650,523,480,501,764,1591,3281,1278,236,268,134,25,10,4322,1596,672,172,43,309,117,283,1861,366,3820,1399,3620,902,8444,591,260,45,1658,316,437,437,1219,1604,1297,43,5266,3116,919,320,120,1029,1409,806,4175,868,2638,1318,207,328,2955,602,1646,550,1558,1416,472,318,343,309,153,412,469975,48700,158
E02000368,9614,4028,7676,7330,4270,7663,655,583,572,585,872,1291,2521,1473,295,421,263,64,19,3090,1346,584,171,55,459,151,306,2951,501,4147,2173,2480,814,7927,718,499,93,1562,353,305,339,771,2502,700,55,4536,3064,1245,577,192,1748,1695,724,2743,935,2659,1208,161,190,2206,539,1335,372,869,882,405,309,397,364,180,492,430000,40800,133
E02000369,11594,5100,9471,9120,5674,9437,814,634,586,570,1096,1742,3416,1626,298,461,270,54,27,3895,1952,811,228,66,288,233,431,3094,596,5002,2499,3132,961,9572,885,519,119,1958,435,418,461,1074,2712,1238,76,5882,3619,1277,601,215,1861,1937,885,3905,1106,3522,1392,186,291,3128,613,1642,536,1466,1244,481,332,404,450,173,588,482500,42500,187
E02000370,8301,3768,6822,6554,3970,6813,528,430,438,443,934,1237,2330,1193,232,268,180,61,27,2915,1439,560,169,25,237,221,332,1889,514,3604,1642,2245,810,6762,780,360,75,1409,297,290,311,818,2077,828,45,4184,2606,932,432,147,1402,1380,650,2754,948,2645,987,136,177,1975,409,1409,443,997,809,359,243,277,298,126,418,591986,49300,126
E02000371,12369,5672,10822,10557,7076,10097,564,508,406,678,1955,2445,3680,1317,249,302,206,47,12,4741,2620,865,225,45,162,455,507,2179,570,4926,1859,4354,1230,10513,1108,354,57,1901,318,457,679,1014,2250,2329,79,6906,3809,1127,399,128,1291,1777,1217,5363,1983,4319,1218,135,443,3388,518,2727,825,2010,1836,529,314,372,420,162,608,540000,48000,136
E02000372,9175,3674,7307,6945,4144,6963,645,566,544,551,749,984,2501,1510,330,433,273,61,28,3231,1356,630,229,130,43,155,639,1937,825,4844,1969,1564,798,7365,1036,327,39,1446,328,283,246,904,2054,673,43,4475,2973,1154,398,175,1681,1679,695,2329,843,2319,1160,195,138,2422,709,875,297,956,545,415,382,390,406,203,550,475000,43200,137
E02000373,6658,2433,4902,4684,2492,4902,599,503,546,502,539,594,1485,1128,234,310,169,35,14,1603,888,463,60,61,162,67,383,2379,592,3278,2037,806,537,5034,875,341,56,1104,333,173,178,358,1691,336,48,3208,2106,879,336,129,1260,1328,523,1079,676,1609,729,95,57,1523,424,488,151,299,261,267,261,355,285,182,431,325000,34700,98
E02000374,6731,2590,5453,5158,3317,5434,478,351,357,398,609,848,1786,985,241,383,223,51,21,3037,1089,441,146,71,79,79,260,1055,474,3348,1192,1657,534,5661,548,191,35,1021,237,258,335,1015,935,599,41,3608,1992,719,297,115,962,1084,575,2234,624,1313,1042,235,167,1861,625,664,378,829,677,336,233,244,214,102,304,631000,43100,101
E02000375,7028,3230,5886,5628,3784,5856,476,341,275,280,626,1058,2053,1080,246,335,193,47,18,2845,1254,456,102,115,45,79,310,1411,411,3484,1258,1720,566,5840,637,205,33,1011,219,313,326,829,1438,922,41,3624,2196,768,321,119,888,1104,576,2596,529,2084,992,154,179,2268,471,866,393,936,782,383,268,291,263,133,335,592475,41900,102
E02000376,6915,3152,5966,5769,4078,5941,407,254,241,245,702,1181,2190,1023,194,281,151,33,13,2834,1382,454,144,88,46,112,326,1088,441,3414,1024,1837,640,5770,665,162,28,1042,222,292,360,829,1053,1221,49,3617,2221,699,271,107,792,1009,619,2844,524,1995,1015,142,187,2352,579,960,431,1043,870,391,311,265,286,134,347,523500,45000,90
E02000377,8169,3613,6835,6516,4430,6601,562,359,347,383,763,1061,2454,1248,291,382,212,73,34,3816,1391,486,176,70,75,106,343,1296,410,4129,1130,2179,731,6874,699,213,30,1289,202,362,312,1183,1262,1126,42,4307,2562,829,347,124,982,1265,821,2981,754,2111,1278,224,262,2517,694,957,533,1040,970,384,334,329,296,142,402,524998,46000,131
E02000378,6534,3271,5698,5483,4035,5680,389,203,204,217,501,1115,2205,943,244,298,165,31,19,2997,1535,370,107,75,17,129,230,743,331,3286,833,1825,590,5570,569,134,14,1057,150,352,305,1145,843,1251,32,3638,2018,575,213,90,534,820,488,3225,490,2088,1029,154,263,2425,488,859,596,1210,956,326,193,217,220,88,229,510000,53700,91
E02000379,7581,3190,6181,5798,4027,6011,545,401,367,323,483,898,2255,1197,314,415,245,79,59,3929,1343,467,180,54,20,132,243,851,362,3840,1018,2090,633,6527,532,156,37,1194,182,396,251,1430,869,864,27,4299,2186,716,280,100,679,1006,682,3171,497,1469,1385,336,256,2190,739,842,595,1125,865,414,229,248,213,89,249,565000,53500,107
E02000380,5863,2559,4838,4620,3320,4786,424,312,246,190,605,640,1754,924,251,299,172,35,11,3345,958,335,76,88,26,64,179,556,236,3124,654,1599,486,5222,265,88,10,921,135,328,247,1107,633,787,32,3451,1689,500,169,54,506,650,683,2612,559,1211,1136,212,269,1797,512,742,540,970,802,280,150,160,179,59,180,990000,61800,97
E02000381,7768,3583,6429,6202,4488,6343,575,354,339,314,501,1037,2436,1279,312,394,170,33,24,4136,1738,365,131,48,24,108,238,641,339,4330,785,2048,605,6746,499,127,21,1298,202,431,278,1353,891,1294,45,4500,2306,661,229,72,611,933,530,3710,490,1896,1378,309,398,2504,599,987,759,1372,1043,382,185,257,188,80,222,736000,59600,101
E02000382,6167,2823,5083,4834,3330,5063,402,324,306,255,424,678,1847,1077,281,324,181,47,21,3239,1005,334,79,34,31,120,242,651,432,3159,814,1646,548,5330,448,126,25,1002,127,362,231,1112,701,970,40,3547,1762,566,215,77,502,835,489,2760,457,1474,1089,260,292,1826,505,707,491,968,798,321,165,197,128,57,205,645000,58200,59
E02000383,9432,4456,8421,7955,5250,8289,419,257,279,392,1176,1551,2669,1373,371,479,301,86,79,3577,2197,527,356,93,47,328,619,711,977,4301,1780,2516,835,7927,1023,202,29,1374,185,462,568,1524,911,1942,79,5271,2868,865,328,100,764,1200,906,4545,1356,2814,1373,269,324,3227,633,1066,747,1575,1136,532,202,314,294,130,320,644000,57300,102
E02000384,7320,3256,6211,5785,3708,6012,373,327,315,408,701,1036,1921,1146,282,385,288,85,53,3333,1329,462,146,76,59,117,276,1079,443,3690,1185,1754,691,6250,608,195,34,1074,221,318,354,746,1515,930,65,3651,2246,875,406,142,1078,1136,715,2582,735,2151,947,158,211,2176,419,902,414,913,724,413,235,316,255,103,335,660000,47200,94
E02000385,6162,3094,5648,5505,4212,5628,266,129,95,151,752,1363,2120,737,164,242,99,29,15,3000,1586,274,156,46,10,224,210,371,285,3210,628,1827,497,5381,497,96,11,933,97,341,413,1110,498,1440,46,3720,1814,445,138,45,376,596,548,3551,644,1909,1024,161,200,2808,427,777,604,1420,1033,386,152,226,147,64,180,591250,66000,67
E02000386,8136,3585,6726,6460,4024,6707,483,412,418,446,920,1040,2230,1227,316,378,211,43,12,3222,1464,484,147,92,80,145,483,1380,639,4222,1522,1707,685,6638,909,233,46,1290,303,340,312,821,1625,1058,81,4265,2384,953,387,147,1152,1287,751,2732,881,2344,1074,167,181,2505,484,854,491,955,746,395,253,332,278,167,407,548000,44700,88
E02000387,6272,2841,5390,5164,3397,5358,362,234,236,288,904,966,1695,868,200,293,172,27,27,2841,1191,333,174,62,26,158,383,793,311,3481,755,1535,501,5408,438,158,20,860,167,258,341,762,1298,743,38,3498,1841,599,246,88,754,910,725,2507,927,1784,876,181,139,1920,455,883,355,1032,605,340,239,282,175,87,282,680000,55600,63
E02000388,8202,3805,7220,6804,4901,7169,427,272,234,314,886,1459,2456,1041,264,433,301,71,44,4130,1922,380,165,92,6,177,361,600,369,4614,843,2051,694,7177,580,128,24,1374,160,361,405,1194,1172,1385,54,4715,2356,739,273,119,926,1092,716,3746,789,2276,1270,259,240,2920,691,1050,755,1395,1160,483,230,262,228,120,268,804000,56100,118
E02000389,8255,3452,7005,6596,4617,6998,528,381,290,290,917,1116,2251,1235,337,501,325,49,35,4825,1742,374,182,33,25,146,275,336,317,4806,692,2063,694,7345,443,119,12,1319,131,423,445,1783,517,1081,71,4970,2293,678,245,69,753,986,819,3846,887,1519,1483,450,318,2439,819,1041,804,1362,989,467,221,289,191,75,219,895000,65700,88
E02000390,6448,2823,5498,5272,3611,5492,420,240,240,293,763,1005,1858,863,212,328,170,39,17,3539,1341,324,97,39,41,109,140,533,285,3882,626,1435,505,5587,425,132,19,1059,144,308,311,1088,746,954,35,3757,1849,524,227,91,689,825,697,2733,643,1410,1149,264,176,2044,587,804,566,935,873,343,187,233,195,77,202,901250,59800,94
E02000391,7729,3419,6426,6053,4191,6409,532,408,309,301,648,1002,2105,1276,329,446,274,74,25,4547,1703,338,107,34,42,77,157,392,332,4701,696,1645,687,6862,433,75,15,1307,157,338,306,1512,841,1012,54,4800,1993,634,232,70,700,953,667,3519,518,1589,1355,475,374,2399,653,765,826,1095,1130,371,154,213,152,71,179,925000,62300,104
E02000392,9578,4122,7861,7570,5514,7820,678,529,432,366,817,1597,2915,1281,272,400,209,62,20,5183,2178,463,87,47,64,120,240,819,377,5654,976,2210,738,8359,593,173,23,1655,212,500,381,1584,1041,1440,57,5927,2556,737,274,84,781,1099,746,4458,604,2118,1597,407,364,3373,766,1011,987,1504,1421,494,241,273,244,106,244,801350,68700,137
E02000393,6031,2650,5129,4913,3764,5123,451,278,141,141,574,1016,2005,726,195,288,151,39,26,3719,1356,234,115,36,19,61,145,237,109,3711,377,1458,485,5378,274,74,10,1149,77,330,257,1329,339,947,35,3924,1513,417,142,35,412,608,525,3150,350,1072,1254,324,235,2170,664,695,696,1137,988,397,126,155,119,35,111,780000,84800,102
E02000394,7755,3551,6440,6175,4065,6133,528,406,312,454,742,1119,2198,1108,272,351,200,41,24,3854,1370,478,103,74,29,177,371,898,401,4451,1001,1641,662,6723,567,123,18,1387,222,340,248,1304,1218,951,78,4489,2227,684,254,101,798,1185,761,3097,835,1760,1504,287,258,2169,740,898,722,1023,990,388,186,276,214,85,181,999999,57200,123
E02000395,5951,2719,5039,4627,3462,5039,371,299,213,141,460,853,1662,898,287,355,272,85,55,3864,1258,208,86,20,6,79,117,158,155,3871,323,1310,447,5427,239,49,4,1076,76,331,229,1452,279,921,67,3773,1574,438,124,42,317,649,506,3151,337,1099,1153,467,331,1998,568,565,756,1033,905,302,107,135,100,31,93,955000,69700,56
